sample_id,file_path,label,domain,source_dataset,generator,split
asvspoof2021_3d8590a24573,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/3d8590a24573.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_3201cdc5bed1,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/3201cdc5bed1.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_1d233c99346d,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/1d233c99346d.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_66cba2393c0a,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/66cba2393c0a.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_f42637b38161,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/f42637b38161.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_389d572c491c,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/389d572c491c.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_b2a4c1501618,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/b2a4c1501618.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_0eb58a4b98f2,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/0eb58a4b98f2.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_cda8a7b9fb05,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/cda8a7b9fb05.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_a4600d70348a,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/a4600d70348a.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_d2287be7868a,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/d2287be7868a.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_b9b85e1e3d8c,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/b9b85e1e3d8c.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_f0f7ad2680b4,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/f0f7ad2680b4.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_1aa95f7be15c,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/1aa95f7be15c.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_832dbf3d4004,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/832dbf3d4004.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_155ede79bf66,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/155ede79bf66.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_3c7db0e76973,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/3c7db0e76973.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_fe0ba78f5fe3,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/fe0ba78f5fe3.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_8c70edebe2f8,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/8c70edebe2f8.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_149c7fcb145a,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/149c7fcb145a.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_2cdc8a54219a,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/2cdc8a54219a.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_de9ef546bd42,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/de9ef546bd42.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_74cdc6172048,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/74cdc6172048.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_ddc0a2b62042,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/ddc0a2b62042.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_cbc3f54f4731,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/cbc3f54f4731.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_f2f74d0c6d2c,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/f2f74d0c6d2c.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_1a102e0fa98f,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/1a102e0fa98f.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_55b8af2763c8,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/55b8af2763c8.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_57917c78af21,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/57917c78af21.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_020d14715879,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/020d14715879.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_7176b1aa4607,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/7176b1aa4607.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_405b94f1cdec,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/405b94f1cdec.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_a8acf34ffb82,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/a8acf34ffb82.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_3303478794fb,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/3303478794fb.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_2c2402c07c83,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/2c2402c07c83.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_df07f1e692ac,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/df07f1e692ac.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_adc9590b49aa,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/adc9590b49aa.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_6774583e423d,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/6774583e423d.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_8de3fe09e28f,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/8de3fe09e28f.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_131bef311441,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/131bef311441.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_23253734bbf6,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/23253734bbf6.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_04ae734324e2,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/04ae734324e2.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_6c19a0a09a62,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/6c19a0a09a62.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_51f3b4a32233,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/51f3b4a32233.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_c9bb4954de43,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/c9bb4954de43.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_1cc4f019dc9f,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/1cc4f019dc9f.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_ad96e3766f43,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/ad96e3766f43.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_926363609f5b,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/926363609f5b.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_d50beefb9fcc,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/d50beefb9fcc.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_3b4a2113235d,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/3b4a2113235d.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_1daf0a5584e3,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/1daf0a5584e3.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_aad05dc824e6,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/aad05dc824e6.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_b5afcf9cc812,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/b5afcf9cc812.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_da99d55761b9,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/da99d55761b9.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_8763efac8afe,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/8763efac8afe.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_a38eb2255efc,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/a38eb2255efc.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_a876f60d0d2d,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/a876f60d0d2d.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_b037fded8f92,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/b037fded8f92.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_94144889e484,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/94144889e484.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_65302ca941c0,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/65302ca941c0.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_0af58a028382,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/0af58a028382.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_55ff900825b3,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/55ff900825b3.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_8fa0b4a87d27,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/8fa0b4a87d27.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_c3969860f78f,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/c3969860f78f.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_7db9b796bacb,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/7db9b796bacb.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_778f164d18c1,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/778f164d18c1.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_6417774b675a,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/6417774b675a.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_2fc21bfa330e,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/2fc21bfa330e.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_6b547f871a06,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/6b547f871a06.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_70a4b8ef9672,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/70a4b8ef9672.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_2fe5b02fef35,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/2fe5b02fef35.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_2e899f075f85,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/2e899f075f85.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_f9fadefd8c8d,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/f9fadefd8c8d.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_f60b53c24296,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/f60b53c24296.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_0747978a03f4,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/0747978a03f4.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_30010d88f857,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/30010d88f857.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_688c43fb1892,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/688c43fb1892.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_98bff85e310c,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/98bff85e310c.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_d48d1280c812,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/d48d1280c812.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_aac56b84aef9,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/aac56b84aef9.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_5eef30dedafe,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/5eef30dedafe.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_23268680110f,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/23268680110f.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_eb05fdd28e60,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/eb05fdd28e60.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_dc6b6e42ece2,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/dc6b6e42ece2.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_3ec038fcae6f,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/3ec038fcae6f.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_25b5d4e197c1,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/25b5d4e197c1.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_51315a010c1f,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/51315a010c1f.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_332391281ef0,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/332391281ef0.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_355bf94cc71c,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/355bf94cc71c.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_b65db1edbd31,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/b65db1edbd31.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_865634cc5e59,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/865634cc5e59.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_6f8345b5d3f8,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/6f8345b5d3f8.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_20e7d79002c8,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/20e7d79002c8.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_b97e6e021306,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/b97e6e021306.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_3ebf37ac0e16,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/3ebf37ac0e16.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_1ae84d19a8c3,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/1ae84d19a8c3.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_31a9420ca5fa,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/31a9420ca5fa.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_99049fae0db2,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/99049fae0db2.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_f3554249072a,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/f3554249072a.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_1bfa3ca9043b,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/1bfa3ca9043b.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_4b34c9e7ed4d,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/4b34c9e7ed4d.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_c08eec6a02a8,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/c08eec6a02a8.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_c9e6375af274,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/c9e6375af274.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_a59ea4648aba,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/a59ea4648aba.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_4c6ec38e0864,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/4c6ec38e0864.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_eedd6535d641,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/eedd6535d641.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_90660140ae6a,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/90660140ae6a.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_43b68fd0c476,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/43b68fd0c476.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_fcaa0ee9c4e4,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/fcaa0ee9c4e4.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_1f3b76063bfd,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/1f3b76063bfd.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_b1ca8e526810,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/b1ca8e526810.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_907c113f937a,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/907c113f937a.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_70add130f8b6,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/70add130f8b6.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_be0249775be8,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/be0249775be8.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_c76ccf0d9535,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/c76ccf0d9535.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_7470385d6b15,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/7470385d6b15.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_21672bf14366,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/21672bf14366.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_38d2f85a14c9,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/38d2f85a14c9.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_d825d5d594d4,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/d825d5d594d4.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_a3dbe89b7a29,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/a3dbe89b7a29.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_53ad408f214b,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/53ad408f214b.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_92e701d2c7ce,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/92e701d2c7ce.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_3cb1b0a3308b,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/3cb1b0a3308b.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_3fd8e9bd9f26,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/3fd8e9bd9f26.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_a7873721ea59,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/a7873721ea59.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_5dc37d6b9845,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/5dc37d6b9845.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_a5d583101f60,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/a5d583101f60.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_c52cf99b54f3,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/c52cf99b54f3.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_6eebd1657247,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/6eebd1657247.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_11ac16c8184f,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/11ac16c8184f.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_14f45c922ff3,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/14f45c922ff3.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_80110bb3959f,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/80110bb3959f.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_0e8a2ea2ef8b,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/0e8a2ea2ef8b.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_7b1d727bddbe,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/7b1d727bddbe.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_2c8863acfbde,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/2c8863acfbde.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_0d75074814ec,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/0d75074814ec.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_3203daf52142,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/3203daf52142.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_9eb98e4d3500,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/9eb98e4d3500.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_e87340447f15,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/e87340447f15.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_ee919cae7c8e,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/ee919cae7c8e.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_97ba8151874d,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/97ba8151874d.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_ed05b9c3c844,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/ed05b9c3c844.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_ce84da952618,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/ce84da952618.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_7d47f89116fb,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/7d47f89116fb.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_4682b2799240,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/4682b2799240.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_c45ec6b4cd51,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/c45ec6b4cd51.wav,0.0,voice,asvspoof2021,human,test
asvspoof2021_18f299c524f8,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/18f299c524f8.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_5f503a21f173,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/5f503a21f173.wav,0.0,voice,asvspoof2021,human,val
asvspoof2021_9c664c4cfb2e,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/9c664c4cfb2e.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_174019fafa56,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/174019fafa56.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_67a63f7bf1c1,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/67a63f7bf1c1.wav,0.0,voice,asvspoof2021,human,train
asvspoof2021_e8861a3d5580,Processed/Voice/Anh-ASVspoof 2021 voice clips/Human voice/e8861a3d5580.wav,0.0,voice,asvspoof2021,human,train
